$p_n$,$Error (p_n-p_{n-1})$
0.125,0.024999999999999994
0.15178571428571427,0.026785714285714274
0.176473752151463,0.02468803786574872
0.19327894661089215,0.016805194459429157
0.19936508462166497,0.006086138010772818
0.19999399138654614,0.0006289067648811708
0.19999999945848104,6.008071934904269e-06
