$p_n$,$g(p_n)$,$Error (|p_n - p_{n-1}|)$
2.0,-0.7000000000000001,2.7
-0.7000000000000001,0.001999999999999974,0.7020000000000001
0.001999999999999974,0.09999920000000001,0.09799920000000004
0.09999920000000001,0.098000031999872,0.0019991680001280043
0.098000031999872,0.09807919874560482,7.916674573281435e-05
0.09807919874560482,0.09807609415468403,3.104590920788297e-06
