$p_0$,$\hat{p}$,$Error (|p - p_0|)$
2.0,-0.14285714285714324,2.1428571428571432
-0.14285714285714324,0.0981811760550945,0.24103831891223773
0.0981811760550945,0.09807621127009125,0.00010496478500324202
0.09807621127009125,,8.322469102761687e-11
